Prefix of Website,Course Code,Course Name,Course Description,Prereq,Antireq,Coreq 
KIN,KIN255,Fundamentals of Neuroscience,"An introduction to the principles of the nervous system control of movement, cognition and learning. The course will introduce the basic structure and function of the nervous system as it relates to understanding the control of movement and behaviour. The course will provide a foundation for understanding the neural mechanisms of learning, recovery from injury to the nervous system and the factors that determine skilled performance.","Prereq: BIOL 273, PSYCH 101",None,None
KIN,KIN255L,Fundamentals of Neuroscience Lab,"This laboratory course provides students with some of the practical tools to assess the nervous system control of movement, cognition and learning. The labs have been designed to assist with your knowledge and understanding of material discussed in the KIN 255 lectures. Note: Labs are offered alternate weeks.",Prereq: Kinesiology students,None,None
KIN,KIN301,Human Anatomy of the Central Nervous System,"Functionally-oriented anatomy of the brain, spinal cord, cranial nerves and the tissues they innervate using predissected cadavers. This course complements other behavioural neuroscience courses including KIN 242, 357, 415, 416, 456 and PSYCH 261, 307, 396.",Prereq: KIN 100,None,None
KIN,KIN307,Methods in Physiological Research,"An introduction to biochemical and physiological methods used by physiologists in clinical and physiological assessment including, but not restricted to: spectophometric and fluorometric techniques, tissue and blood sampling, cell culture techniques, DNA separation and staining. Western blotting, chromatography, cardiovascular imaging and body composition imaging and analysis. Course consists of lecture and laboratory to deliver both the theoretical and practical aspects of these analytical techniques.","Prereq: KIN 202, 217; Honours Kinesiology students.",None,None
KIN,KIN310,"Development, Aging and Health","The physiology of human growth, development and aging is examined, with special reference to the influence of diet, environment, exercise and disease on the normal processes. ",Prereq: BIOL 130.," Antireq: HLTH 210, KIN 210, GERON 210 (Cross-listed with GERON 310, KIN 310)", Coreq: BIOL 273
KIN,KIN320,Task Analysis,"Task analysis is used to describe and analyze the activities of people in settings such as work, leisure and activities of daily living. There is a range of techniques developed in engineering, ergonomics and psychology to suit the investigator's purpose and setting. This course allows students to become familiar with a wide range of techniques and use them in a variety of settings. Approximately one technique will be addressed each week in a combined lecture/tutorial setting. Presentations by students are an integral part of the courses.",Prereq: Kinesiology students or Ergonomics and Injury Prevention students,None,None
KIN,KIN330,Research Design,"An introduction to the basic principles of scientific inquiry in Kinesiology. A systematic treatment of the logic and practice of methods and techniques employed in research related to physical activity with an examination of design, sampling, data gathering and analysis.",Prereq: KIN 222; Not open to students in the Faculty of Mathematics.,None,None
KIN,KIN340,Musculoskeletal Injuries in Work and Sport,"A course in the area of sports medicine in which injuries encountered in sport and in the workplace are examined. Materials covered include the mechanisms of injury, tissue biomechanics, pathology, assessment, treatment and prevention of acute and chronic trauma.",Prereq: KIN 100 or BIOL 301; Level at least 3A Applied Health Sciences students or Level at least 3A Rehabilitation Sciences Minor,None,None
KIN,KIN341,Selected Topics in Sport and Work Injuries,"This course covers the mechanisms, pathology, management and prevention of catastrophic injuries encountered in sport and work. Topics include trauma to the head, face, vertebral column, and knee, thermal injury, legal liability and others as requested by the students.",None,None,None
KIN,KIN342,Nutrition and Aging,"This course provides an overview of the nutrition and food-related issues, recommendations and best practices for older adults throughout the continuum of care (community to long term care). Determinants of food intake are a focus with specific consideration given to eating environment, psychosocial and physiological changes that influence access, preparation, and consumption of food. An emphasis will be placed on chronic disease prevention and management of nutrition issues and challenges throughout the continuum of care.",Prereq: KIN 146,None,None
